nmtf,cod,0,0.7895817417088369,1,10
nmtf,cod,1,0.7771398143427183,1,10
nmtf,cod,2,0.7742740803913335,1,10
nmtf,cod,3,0.7734099361807809,1,10
nmtf,cod,4,0.7731166421881925,1,10
nmtf,cod,5,0.7730043343521955,1,10
nmtf,cod,6,0.7729548043616836,1,10
nmtf,cod,7,0.7729298313088472,1,10
nmtf,cod,8,0.7729159220315065,1,10
nmtf,cod,9,0.7729076859141177,1,10
nmtf,cod,10,0.7729026434057324,1,10
nmtf,cod,11,0.7728995028744526,1,10
nmtf,cod,12,0.7728975301474069,1,10
nmtf,cod,13,0.772896285722764,1,10
nmtf,cod,14,0.7728954990653611,1,10
nmtf,cod,15,0.7728950012552847,1,10
nmtf,cod,16,0.7728946860618158,1,10
nmtf,cod,17,0.7728944864377469,1,10
nmtf,cod,18,0.7728943599894467,1,10
nmtf,cod,19,0.7728942798866716,1,10
nmtf,cod,20,0.7728942291407848,1,10
nmtf,cod,21,0.7728941969920098,1,10
nmtf,cod,22,0.7728941766246965,1,10
nmtf,cod,23,0.7728941637212341,1,10
nmtf,cod,24,0.7728941555463684,1,10
